	Gene.ID	Gene.Name	Bit.Score	Evalue_num
4728	KH2012:KH.C4.391	FRMD6	242	7.95e-70
4729	KH2012:KH.C4.392	MEN1	368	4.11e-120
4730	KH2012:KH.C4.393	DNAI1	834	0
4731	KH2012:KH.C4.394	TRAF4	549	0
4732	KH2012:KH.C4.395	ITIH4	455	2.93e-146
4733	KH2012:KH.C4.396	EMC10	111	4.89e-29
4734	KH2012:KH.C4.397	STPG4	152	2.87e-45
4735	KH2012:KH.C4.398	HEXB	515	3.73e-179
4736	KH2012:KH.C4.399	NMRK1	124	5.01e-36
4737	KH2012:KH.C4.4	AGTPBP1	592	0
4738	KH2012:KH.C4.40	CTR9	1236	0
4739	KH2012:KH.C4.401	FBL	424	3.24e-150
4740	KH2012:KH.C4.402	GALR2	118	1.91e-29
4741	KH2012:KH.C4.403	CHST8	90.1	7.78e-20
4742	KH2012:KH.C4.404	CRIM1	45.1	3.02e-05
4743	KH2012:KH.C4.405	SLC22A5	183	5.69e-52
4744	KH2012:KH.C4.406	GPR50	132	1.03e-32
4745	KH2012:KH.C4.407	KIF1A	1671	0
4746	KH2012:KH.C4.408	CBS	625	0
4747	KH2012:KH.C4.409	CHAC1	173	1.91e-52
4748	KH2012:KH.C4.41	PI4KB	788	0
4749	KH2012:KH.C4.410	ALYREF	137	5.36e-39
4750	KH2012:KH.C4.411	MLKL	131	1.05e-33
4751	KH2012:KH.C4.414	GGA1	333	6.98e-105
4752	KH2012:KH.C4.416	SH2B2	191	5.6e-52
4753	KH2012:KH.C4.418	DYSF	713	0
4754	KH2012:KH.C4.42	CAPN1	578	0
4755	KH2012:KH.C4.420	SNRPG	94.7	2.32e-27
4756	KH2012:KH.C4.421	MUC5AC	701	0
4757	KH2012:KH.C4.423	PLEC	296	1.26e-83
4758	KH2012:KH.C4.425	RHCG	386	7.12e-131
4759	KH2012:KH.C4.426	UBQLN1	512	1.67e-177
4760	KH2012:KH.C4.428	SVEP1	157	1.42e-38
4761	KH2012:KH.C4.43	NDUFA10	76.3	3.94e-15
4762	KH2012:KH.C4.430	PROX1	182	4.51e-49
4763	KH2012:KH.C4.431	MLH3	148	5.08e-37
4764	KH2012:KH.C4.432	TTC16	393	9.97e-125
4765	KH2012:KH.C4.434	SNX27	410	1.38e-137
4766	KH2012:KH.C4.435	ARHGEF9	435	2.26e-135
4767	KH2012:KH.C4.436	TMEM145	459	6.56e-158
4768	KH2012:KH.C4.437	CAMK4	397	6.21e-137
4769	KH2012:KH.C4.44	GALNT12	604	0
4770	KH2012:KH.C4.440	SBF1	1125	0
4771	KH2012:KH.C4.443	BRF1	467	1.09e-156
4772	KH2012:KH.C4.444	LRP11	90.1	1.5e-19
4773	KH2012:KH.C4.448	GSTCD	361	2.69e-117
4774	KH2012:KH.C4.449	ADAMTSL1	323	1.45e-89
4775	KH2012:KH.C4.45	SMURF1	976	0
4776	KH2012:KH.C4.450	SVEP1	278	3.3e-75
4777	KH2012:KH.C4.452	SSPO	45.8	7.02e-05
4778	KH2012:KH.C4.453	ARSJ	460	1.51e-156
4779	KH2012:KH.C4.455	AKR1B10	124	2.46e-32
4780	KH2012:KH.C4.456	MYADML2	40.0	0.000632
4781	KH2012:KH.C4.457	UNC93A	104	5.4e-24
4782	KH2012:KH.C4.458	ADIPOR2	407	3.71e-141
4783	KH2012:KH.C4.459	RIPK1	135	1.49e-33
4784	KH2012:KH.C4.46	NFU1	258	1.54e-86
4785	KH2012:KH.C4.460	SNX6	503	4.17e-178
4786	KH2012:KH.C4.461	ULK4	615	0
4787	KH2012:KH.C4.462	CCDC28B	66.2	7.19e-14
4788	KH2012:KH.C4.463	CASP2	271	1.09e-86
4789	KH2012:KH.C4.464	NAT10	1270	0
4790	KH2012:KH.C4.466	RITA1	60.1	3.51e-10
4791	KH2012:KH.C4.467	SLC7A9	432	2.69e-149
4792	KH2012:KH.C4.468	ACSS1	582	0
4793	KH2012:KH.C4.469	DRG1	604	0
4794	KH2012:KH.C4.47	CSPG4	722	0
4795	KH2012:KH.C4.470	EIF3F	318	4.21e-108
4796	KH2012:KH.C4.471	AKAP1	217	1.99e-59
4797	KH2012:KH.C4.472	MSMP	77.4	7.85e-19
4798	KH2012:KH.C4.473	NIT2	389	2.77e-137
4799	KH2012:KH.C4.474	MINDY4	337	2.69e-106
4800	KH2012:KH.C4.475	IKZF5	147	1.7e-40
4801	KH2012:KH.C4.476	THAP1	43.9	3.09e-05
4802	KH2012:KH.C4.477	MALRD1	940	0
4803	KH2012:KH.C4.478	SPA17	75.1	1.24e-15
4804	KH2012:KH.C4.479	EIF3M	345	1.95e-117
4805	KH2012:KH.C4.480	SNRPF	89.7	8.5e-25
4806	KH2012:KH.C4.481	UBAP2L	99.0	1.03e-20
4807	KH2012:KH.C4.482	UNK	532	1.95e-179
4808	KH2012:KH.C4.484	APOPT1	84.7	1.3e-20
4809	KH2012:KH.C4.485	SLC25A6	322	6.47e-111
4810	KH2012:KH.C4.487	ATP8B1	1041	0
4811	KH2012:KH.C4.488	PRKCG	103	2.28e-24
4812	KH2012:KH.C4.489	NADSYN1	849	0
4813	KH2012:KH.C4.49	SMARCB1	564	0
4814	KH2012:KH.C4.491	BCL7A	92.4	1.35e-23
4815	KH2012:KH.C4.492	PLEKHA5	48.5	1.25e-05
4816	KH2012:KH.C4.493	CPNE4	79.3	4.7e-16
4817	KH2012:KH.C4.494	HMCN1	84.3	3.11e-16
4818	KH2012:KH.C4.495	GRHPR	151	5.94e-43
4819	KH2012:KH.C4.496	ARHGAP19	295	1.83e-94
4820	KH2012:KH.C4.497	SEMA6A	228	2.36e-61
4821	KH2012:KH.C4.498	FAHD2A	42.4	1.99e-06
4822	KH2012:KH.C4.499	GLIPR1	124	2.51e-33
4823	KH2012:KH.C4.50	FAM216A	44.7	1.82e-05
4824	KH2012:KH.C4.500	PROX1	261	1.07e-74
4825	KH2012:KH.C4.502	PTPRQ	214	1.02e-58
4826	KH2012:KH.C4.504	FOXM1	132	1.35e-31
4827	KH2012:KH.C4.505	TRMT2A	389	5.14e-128
4828	KH2012:KH.C4.506	MXRA5	79.3	3.98e-15
4829	KH2012:KH.C4.508	SARDH	56.6	1.35e-11
4830	KH2012:KH.C4.509	ASH1L	724	0
4831	KH2012:KH.C4.51	PTPRE	293	7.31e-88
4832	KH2012:KH.C4.510	MATN2	117	1.42e-27
4833	KH2012:KH.C4.512	CWC22	774	0
4834	KH2012:KH.C4.514	SLITRK5	130	3.85e-31
4835	KH2012:KH.C4.515	SLIT3	46.2	3.87e-05
4836	KH2012:KH.C4.516	XBP1	92.4	2.56e-20
4837	KH2012:KH.C4.517	HMCN1	51.2	2.12e-06
4838	KH2012:KH.C4.518	SPAG17	401	1.17e-112
4839	KH2012:KH.C4.519	ATP6V0A1	1061	0
4840	KH2012:KH.C4.520	GALNS	660	0
4841	KH2012:KH.C4.521	TAGLN	99.4	4.3e-25
4842	KH2012:KH.C4.523	MRPL46	134	2.09e-37
4843	KH2012:KH.C4.524	DNAJA1	65.1	1.45e-12
4844	KH2012:KH.C4.53	SELENOH	83.2	2.23e-22
4845	KH2012:KH.C4.530	SLC5A8	345	7.24e-111
4846	KH2012:KH.C4.531	TIMM10	130	2.72e-41
4847	KH2012:KH.C4.532	FLOT2	522	0
4848	KH2012:KH.C4.534	ARL14EP	108	2.33e-30
4849	KH2012:KH.C4.535	CPD	745	0
4850	KH2012:KH.C4.536	TOP3B	1063	0
4851	KH2012:KH.C4.537	MAATS1	800	0
4852	KH2012:KH.C4.538	SLITRK5	119	1.21e-27
4853	KH2012:KH.C4.539	ERG	328	1.14e-104
4854	KH2012:KH.C4.540	LSM1	180	1.11e-59
4855	KH2012:KH.C4.542	NOTCH1	421	1.78e-126
4856	KH2012:KH.C4.543	NKIRAS1	188	3.72e-61
4857	KH2012:KH.C4.544	GNPDA2	462	1.17e-166
4858	KH2012:KH.C4.546	LMLN	100	8.19e-22
4859	KH2012:KH.C4.547	BMP4	151	6.78e-41
4860	KH2012:KH.C4.548	SPTSSA	71.2	2.45e-18
4861	KH2012:KH.C4.549	PACSIN2	395	3.58e-134
4862	KH2012:KH.C4.55	IQGAP1	38.9	0.001
4863	KH2012:KH.C4.550	CYP2A6	167	9.29e-48
4864	KH2012:KH.C4.551	EHBP1	192	2.23e-49
4865	KH2012:KH.C4.553	TIGAR	126	3.59e-35
4866	KH2012:KH.C4.555	ZNFX1	1046	0
4867	KH2012:KH.C4.556	SNCAIP	181	1.22e-46
4868	KH2012:KH.C4.557	PGGT1B	404	1.64e-140
4869	KH2012:KH.C4.559	CNN1	127	2.66e-36
4870	KH2012:KH.C4.56	CRYL1	343	1.56e-118
4871	KH2012:KH.C4.565	SELENOS	90.1	2.19e-22
4872	KH2012:KH.C4.566	FPGT	376	3.55e-122
4873	KH2012:KH.C4.568	MBTPS2	291	1.09e-92
4874	KH2012:KH.C4.569	YEATS4	307	5.69e-107
4875	KH2012:KH.C4.57	TNNT2	201	2.74e-63
4876	KH2012:KH.C4.570	POC1B-GALNT4	196	3.29e-60
4877	KH2012:KH.C4.571	DOPEY1	449	2.7e-127
4878	KH2012:KH.C4.572	ARMC6	322	3.64e-105
4879	KH2012:KH.C4.573	ABCC5	436	2.26e-141
4880	KH2012:KH.C4.574	TUBGCP5	257	5.37e-72
4881	KH2012:KH.C4.575	CTHRC1	181	7.99e-57
4882	KH2012:KH.C4.577	TXNDC16	87.8	1.34e-17
4883	KH2012:KH.C4.578	MTNR1A	144	6.95e-40
4884	KH2012:KH.C4.579	CLK2	538	0
4885	KH2012:KH.C4.580	BTBD1	632	0
4886	KH2012:KH.C4.581	PLAC8	66.2	4.91e-15
4887	KH2012:KH.C4.582	LRRC69	228	1.51e-72
4888	KH2012:KH.C4.583	PEX11A	152	9.13e-46
4889	KH2012:KH.C4.584	TMED7	230	6.67e-77
4890	KH2012:KH.C4.585	TRPC5	224	1.6e-61
4891	KH2012:KH.C4.586	TSSK1B	244	4.61e-79
4892	KH2012:KH.C4.587	CCDC177	105	1.51e-23
4893	KH2012:KH.C4.59	AKR1C3	178	5.55e-55
4894	KH2012:KH.C4.591	SRPRA	716	0
4895	KH2012:KH.C4.593	RIPK1	152	1.7e-39
4896	KH2012:KH.C4.594	VWDE	40.0	0.000138
4897	KH2012:KH.C4.596	AK6	225	2.47e-76
4898	KH2012:KH.C4.597	POLR1B	1239	0
4899	KH2012:KH.C4.598	ZNF674	134	1.58e-36
4900	KH2012:KH.C4.599	AP3B1	912	0
4901	KH2012:KH.C4.60	USP19	55.5	4.05e-09
4902	KH2012:KH.C4.600	GINS1	244	3.69e-83
4903	KH2012:KH.C4.601	CCDC33	251	2.38e-72
4904	KH2012:KH.C4.602	LRP1B	106	3.17e-23
4905	KH2012:KH.C4.603	RSU1	385	5.62e-136
4906	KH2012:KH.C4.604	PPIA	246	7.26e-85
4907	KH2012:KH.C4.605	MDH2	481	7.17e-172
4908	KH2012:KH.C4.607	CTXN3	40.0	2.6e-05
4909	KH2012:KH.C4.608	CYP2U1	298	4.93e-95
4910	KH2012:KH.C4.609	FKBP3	235	1.24e-78
4911	KH2012:KH.C4.61	AGXT	75.5	8.89e-15
4912	KH2012:KH.C4.610	CCNB1IP1	147	1.05e-42
4913	KH2012:KH.C4.611	ETHE1	227	1.56e-74
4914	KH2012:KH.C4.613	CHAF1A	150	5.36e-37
4915	KH2012:KH.C4.614	MRPL10	83.2	6.81e-19
4916	KH2012:KH.C4.616	MRC1	45.1	8.95e-06
4917	KH2012:KH.C4.617	CRTC1	124	3.92e-30
4918	KH2012:KH.C4.619	NAP1L1	400	9.99e-139
4919	KH2012:KH.C4.620	USP48	574	0
4920	KH2012:KH.C4.621	MCM8	749	0
4921	KH2012:KH.C4.622	NPRL3	278	4.74e-86
4922	KH2012:KH.C4.623	PSMD2	1273	0
4923	KH2012:KH.C4.624	MFSD4B	143	1.96e-37
4924	KH2012:KH.C4.625	HMCN2	51.2	7.45e-07
4925	KH2012:KH.C4.626	PLEC	394	3.01e-112
4926	KH2012:KH.C4.628	PTPN13	120	1.51e-27
4927	KH2012:KH.C4.629	TKFC	448	5.71e-152
4928	KH2012:KH.C4.631	TAGLN2	154	3.51e-47
4929	KH2012:KH.C4.632	NDUFAF7	406	7.44e-140
4930	KH2012:KH.C4.633	PAFAH1B2	178	2.33e-56
4931	KH2012:KH.C4.634	FBN3	51.2	6.46e-07
4932	KH2012:KH.C4.635	CASQ1	360	6.9e-122
4933	KH2012:KH.C4.637	DCAF5	417	1.39e-133
4934	KH2012:KH.C4.639	HSFX1	79.3	5.35e-16
4935	KH2012:KH.C4.64	DGKQ	210	8.38e-57
4936	KH2012:KH.C4.640	HHIPL1	579	0
4937	KH2012:KH.C4.642	GDPD5	300	8.82e-95
4938	KH2012:KH.C4.646	ERGIC2	280	1.01e-91
4939	KH2012:KH.C4.648	RHCG	388	1.09e-131
4940	KH2012:KH.C4.649	NHLH2	48.5	7.23e-09
4941	KH2012:KH.C4.651	LAMB1	44.3	9.71e-05
4942	KH2012:KH.C4.653	FBN3	384	1.04e-107
4943	KH2012:KH.C4.654	TASP1	271	1.13e-81
4944	KH2012:KH.C4.655	FRRS1	51.2	9.6e-08
4945	KH2012:KH.C4.656	MFSD4B	137	3.64e-35
4946	KH2012:KH.C4.657	TIPIN	101	1.77e-26
4947	KH2012:KH.C4.658	PCNX4	305	1.18e-91
4948	KH2012:KH.C4.66	PI16	149	2.32e-42
4949	KH2012:KH.C4.660	GBA	483	2.35e-166
4950	KH2012:KH.C4.661	METTL27	86.3	3.72e-20
4951	KH2012:KH.C4.662	SPPL2B	320	1.33e-102
4952	KH2012:KH.C4.664	ZC3H10	168	1.16e-45
4953	KH2012:KH.C4.665	WDR83	390	6.47e-137
4954	KH2012:KH.C4.667	SPTLC2	658	0
4955	KH2012:KH.C4.668	CD59	36.6	0.002
4956	KH2012:KH.C4.670	DDX42	806	0
4957	KH2012:KH.C4.671	SALL1	232	7.74e-63
4958	KH2012:KH.C4.672	STYXL1	235	2.62e-76
4959	KH2012:KH.C4.674	C5orf49	61.2	1.26e-12
4960	KH2012:KH.C4.675	GPR84	107	2.79e-26
4961	KH2012:KH.C4.676	STON2	266	5.35e-74
4962	KH2012:KH.C4.677	MFSD5	325	4.48e-106
4963	KH2012:KH.C4.680	ACTA2	192	1.92e-57
4964	KH2012:KH.C4.681	HGSNAT	429	3.49e-143
4965	KH2012:KH.C4.682	MED21	143	1.92e-44
4966	KH2012:KH.C4.684	TREX1	121	2.33e-30
4967	KH2012:KH.C4.685	ITLN1	182	1.59e-56
4968	KH2012:KH.C4.687	MMACHC	219	7.19e-71
4969	KH2012:KH.C4.689	GTF3C6	56.6	2.12e-10
4970	KH2012:KH.C4.69	AADAT	75.9	9.72e-15
4971	KH2012:KH.C4.690	ELP4	194	3.3e-57
4972	KH2012:KH.C4.692	MAP10	75.5	6.3e-14
4973	KH2012:KH.C4.693	SLITRK1	101	8.81e-24
4974	KH2012:KH.C4.695	SLC22A4	244	7.24e-74
4975	KH2012:KH.C4.696	IFT74	426	9.51e-143
4976	KH2012:KH.C4.697	ALDH1A2	647	0
4977	KH2012:KH.C4.698	RILPL1	198	3.32e-59
4978	KH2012:KH.C4.699	WIPI2	339	3.56e-115
4979	KH2012:KH.C4.70	CHST10	82.4	2.3e-17
4980	KH2012:KH.C4.700	THSD4	435	1e-138
4981	KH2012:KH.C4.701	SLC8B1	381	3.7e-125
4982	KH2012:KH.C4.702	PISD	263	3.62e-84
4983	KH2012:KH.C4.703	TUBGCP3	669	0
4984	KH2012:KH.C4.704	AGTR1	89.0	3.35e-21
4985	KH2012:KH.C4.707	QRICH2	249	6.32e-69
4986	KH2012:KH.C4.708	KIF1C	43.1	0.00049
4987	KH2012:KH.C4.709	AKT2	473	5.71e-165
4988	KH2012:KH.C4.71	HS3ST6	124	8.04e-32
4989	KH2012:KH.C4.712	FOPNL	127	7.34e-38
4990	KH2012:KH.C4.713	METTL27	70.1	2.42e-14
4991	KH2012:KH.C4.715	TNKS2	170	1.55e-48
4992	KH2012:KH.C4.716	FASN	1576	0
4993	KH2012:KH.C4.718	C3orf70	57.8	1.49e-10
4994	KH2012:KH.C4.719	SEMA6A	290	5.45e-82
4995	KH2012:KH.C4.72	CPN2	110	1.75e-25
4996	KH2012:KH.C4.720	C9orf64	291	2.6e-97
4997	KH2012:KH.C4.722	GSC	118	4.86e-32
4998	KH2012:KH.C4.723	RALGAPA1	864	0
4999	KH2012:KH.C4.724	KPNA2	520	0
5000	KH2012:KH.C4.725	WBP11	203	3.87e-58
5001	KH2012:KH.C4.726	ASB3	155	1.53e-41
5002	KH2012:KH.C4.727	ATP6V1A	1061	0
5003	KH2012:KH.C4.728	LPAR2	50.1	1.19e-06
5004	KH2012:KH.C4.729	SLC5A8	351	3.53e-113
5005	KH2012:KH.C4.73	COL6A6	54.7	5.77e-08
5006	KH2012:KH.C4.732	ORC5	385	2.44e-131
5007	KH2012:KH.C4.733	FAM227B	176	1.61e-48
5008	KH2012:KH.C4.734	ADGRG7	178	1.08e-47
5009	KH2012:KH.C4.735	PAXBP1	332	5.22e-101
5010	KH2012:KH.C4.737	WDHD1	715	0
5011	KH2012:KH.C4.738	GKAP1	93.6	1.67e-21
5012	KH2012:KH.C4.739	CIC	187	2.43e-47
5013	KH2012:KH.C4.740	VWA8	636	0
5014	KH2012:KH.C4.741	RAB27A	308	1.21e-107
5015	KH2012:KH.C4.742	LRRC43	196	1.73e-54
5016	KH2012:KH.C4.744	MED23	1323	0
5017	KH2012:KH.C4.745	PKD1L2	187	7.44e-47
5018	KH2012:KH.C4.746	PUDP	228	1.16e-75
5019	KH2012:KH.C4.748	SNRK	501	1.3e-164
5020	KH2012:KH.C4.749	ADGRE5	190	6.42e-50
5021	KH2012:KH.C4.75	USP2	345	4.63e-112
5022	KH2012:KH.C4.750	GLRX2	94.0	1.02e-25
5023	KH2012:KH.C4.753	SH3BGRL3	68.9	3.65e-14
5024	KH2012:KH.C4.754	PAX7	85.1	1.84e-18
5025	KH2012:KH.C4.756	HUWE1	1831	0
5026	KH2012:KH.C4.757	DPH6	324	5.46e-107
5027	KH2012:KH.C4.758	UFC1	279	8.11e-98
5028	KH2012:KH.C4.759	AKR1A1	134	1.64e-36
5029	KH2012:KH.C4.76	LINS1	47.8	1.35e-05
5030	KH2012:KH.C4.760	CDK5R1	222	3.77e-70
5031	KH2012:KH.C4.761	ADH1C	102	3e-24
5032	KH2012:KH.C4.762	KLHL12	256	4.22e-78
5033	KH2012:KH.C4.763	TPCN1	234	6.94e-66
5034	KH2012:KH.C4.765	SPAG8	80.1	1.1e-17
5035	KH2012:KH.C4.767	VWA8	1221	0
5036	KH2012:KH.C4.768	CARF	53.5	3.17e-07
5037	KH2012:KH.C4.770	ANKRD39	125	1.11e-36
5038	KH2012:KH.C4.771	MYBBP1A	201	1.84e-52
5039	KH2012:KH.C4.772	MTR	1825	0
5040	KH2012:KH.C4.774	YIPF4	297	4.36e-102
5041	KH2012:KH.C4.775	METTL27	65.5	9.65e-13
5042	KH2012:KH.C4.777	CFH	110	1.28e-24
5043	KH2012:KH.C4.778	AC079594.2	786	0
5044	KH2012:KH.C4.779	SLC17A5	337	2.69e-110
5045	KH2012:KH.C4.78	SEL1L2	43.5	2.66e-05
5046	KH2012:KH.C4.783	ENPP5	300	2.55e-97
5047	KH2012:KH.C4.785	THADA	293	5.14e-80
5048	KH2012:KH.C4.787	TMEM245	345	3e-106
5049	KH2012:KH.C4.788	SLC22A5	130	1.47e-32
5050	KH2012:KH.C4.789	MMP24	291	5.86e-90
5051	KH2012:KH.C4.79	C6orf229	69.7	9.93e-15
5052	KH2012:KH.C4.790	ELP6	81.3	2.79e-18
5053	KH2012:KH.C4.792	MINDY1	289	6.69e-94
5054	KH2012:KH.C4.794	BAX	106	2.33e-27
5055	KH2012:KH.C4.795	CACNA1C	2045	0
5056	KH2012:KH.C4.797	FRRS1	53.1	1.15e-07
5057	KH2012:KH.C4.798	DNAJC11	476	3.69e-163
5058	KH2012:KH.C4.8	SOX14	96.7	2.49e-22
5059	KH2012:KH.C4.800	TAF2	1242	0
5060	KH2012:KH.C4.802	BICRAL	84.3	2.3e-16
5061	KH2012:KH.C4.804	GJC1	212	1.18e-64
5062	KH2012:KH.C4.805	NOP53	138	3.5e-36
5063	KH2012:KH.C4.809	IQCH	866	0
5064	KH2012:KH.C4.81	TWISTNB	106	3.87e-25
5065	KH2012:KH.C4.811	UNC119B	280	4.81e-96
5066	KH2012:KH.C4.82	PSMD8	317	1.14e-108
5067	KH2012:KH.C4.83	HIF1A	302	8.38e-91
5068	KH2012:KH.C4.84	OTX2	163	4.11e-47
5069	KH2012:KH.C4.85	POU2F3	216	9.85e-65
5070	KH2012:KH.C4.86	AKR1E2	248	7.74e-81
5071	KH2012:KH.C4.87	TTC37	514	1.42e-156
5072	KH2012:KH.C4.88	NLRC3	78.2	6.93e-15
5073	KH2012:KH.C4.89	VIRMA	192	8.4e-49
5074	KH2012:KH.C4.9	B3GALNT2	240	8.63e-73
5075	KH2012:KH.C4.90	SLC35F6	396	2.56e-137
5076	KH2012:KH.C4.91	SETD1B	315	1.31e-86
5077	KH2012:KH.C4.93	MALRD1	103	3.12e-23
5078	KH2012:KH.C4.94	CDIP1	62.4	2.22e-12
5079	KH2012:KH.C4.95	TMEM136	158	3.44e-47
5080	KH2012:KH.C5.1	MECOM	204	3.8e-54
5081	KH2012:KH.C5.10	ZFR	81.3	9.93e-16
5082	KH2012:KH.C5.100	LRRC45	220	3.81e-64
5083	KH2012:KH.C5.101	CHMP2B	203	1.21e-66
5084	KH2012:KH.C5.104	SRSF4	246	4.78e-78
5085	KH2012:KH.C5.105	FGGY	571	0
5086	KH2012:KH.C5.108	EEF2	1237	0
5087	KH2012:KH.C5.109	RAP1B	315	1.82e-111
5088	KH2012:KH.C5.112	DPYD	1546	0
5089	KH2012:KH.C5.114	SEC61A1	858	0
5090	KH2012:KH.C5.115	CRHR2	216	7.71e-64
5091	KH2012:KH.C5.116	SKP2	157	3.73e-43
5092	KH2012:KH.C5.117	AGTR1	149	7.45e-41
5093	KH2012:KH.C5.118	CACNA2D1	382	1.1e-114
5094	KH2012:KH.C5.119	CTRB2	188	1.86e-56
5095	KH2012:KH.C5.12	CDC25A	226	3.89e-65
5096	KH2012:KH.C5.121	NIM1K	397	3.8e-135
5097	KH2012:KH.C5.122	GALE	379	2.05e-131
5098	KH2012:KH.C5.123	ANKS1A	179	4.85e-52
5099	KH2012:KH.C5.124	CLDN17	47.8	1.07e-06
5100	KH2012:KH.C5.126	LRRC6	45.4	1.5e-05
5101	KH2012:KH.C5.127	FMO2	306	1.88e-98
5102	KH2012:KH.C5.128	PDE4A	657	0
5103	KH2012:KH.C5.13	NRP1	64.3	1.07e-10
5104	KH2012:KH.C5.130	ZNF45	204	1.07e-55
5105	KH2012:KH.C5.131	POC1A	496	8.09e-175
5106	KH2012:KH.C5.132	PORCN	212	1.05e-62
5107	KH2012:KH.C5.133	HYAL1	301	1.51e-98
5108	KH2012:KH.C5.134	NUCB2	288	4.11e-91
5109	KH2012:KH.C5.135	PC	1625	0
5110	KH2012:KH.C5.136	DPH2	231	1.93e-69
5111	KH2012:KH.C5.137	RPRD1B	375	1.59e-130
5112	KH2012:KH.C5.138	POLE4	110	1.18e-32
5113	KH2012:KH.C5.14	SLC35E1	312	2.55e-104
5114	KH2012:KH.C5.140	CYP2U1	311	8.26e-98
5115	KH2012:KH.C5.141	ZCCHC11	528	7.74e-161
5116	KH2012:KH.C5.142	ASF1A	256	6.52e-87
5117	KH2012:KH.C5.143	DUSP7	307	4.51e-100
5118	KH2012:KH.C5.144	SMIM24	38.9	0.000141
5119	KH2012:KH.C5.145	FAM193A	103	7.8e-22
5120	KH2012:KH.C5.146	HEATR1	806	0
5121	KH2012:KH.C5.147	MYO10	628	0
5122	KH2012:KH.C5.148	SH3BGRL	84.7	1.38e-22
5123	KH2012:KH.C5.149	MVP	1109	0
5124	KH2012:KH.C5.15	ATP5MD	43.5	7.87e-08
5125	KH2012:KH.C5.150	FOXE1	182	2.87e-51
5126	KH2012:KH.C5.151	CFAP53	228	1.42e-68
5127	KH2012:KH.C5.154	KLF2	191	2.51e-56
5128	KH2012:KH.C5.155	EEA1	355	6.47e-101
5129	KH2012:KH.C5.158	NOP14	463	2.61e-150
5130	KH2012:KH.C5.16	CD109	654	0
5131	KH2012:KH.C5.160	CLCN7	115	1.02e-28
5132	KH2012:KH.C5.161	PRMT5	655	0
5133	KH2012:KH.C5.162	MIF4GD	126	1.55e-35
5134	KH2012:KH.C5.163	DMXL1	1498	0
5135	KH2012:KH.C5.164	ALG6	408	1.91e-138
5136	KH2012:KH.C5.165	UBE2N	252	2.09e-87
5137	KH2012:KH.C5.166	RPL32	180	1.91e-59
5138	KH2012:KH.C5.168	ADAR	355	1.02e-110
5139	KH2012:KH.C5.170	PNLIP	277	5.69e-90
5140	KH2012:KH.C5.171	OTULIN	209	4.51e-62
5141	KH2012:KH.C5.173	GDF6	58.5	2.89e-09
5142	KH2012:KH.C5.174	MFSD4B	141	6.83e-37
5143	KH2012:KH.C5.175	DDX31	504	7.94e-168
5144	KH2012:KH.C5.177	MFSD14A	573	0
5145	KH2012:KH.C5.178	WDPCP	338	5.66e-107
5146	KH2012:KH.C5.18	SOWAHA	73.6	8.47e-14
5147	KH2012:KH.C5.181	TOE1	293	2.79e-94
5148	KH2012:KH.C5.182	ELOVL7	218	1.65e-71
5149	KH2012:KH.C5.183	PTPRD	1675	0
5150	KH2012:KH.C5.184	RPS2	402	1.82e-142
5151	KH2012:KH.C5.185	MAN2C1	906	0
5152	KH2012:KH.C5.186	B3GAT1	181	4.94e-55
5153	KH2012:KH.C5.187	TCTEX1D1	90.5	2.39e-23
5154	KH2012:KH.C5.189	CARF	51.6	5.92e-07
5155	KH2012:KH.C5.19	SH3PXD2B	335	3.14e-102
5156	KH2012:KH.C5.191	PSMA5	399	7.89e-143
5157	KH2012:KH.C5.192	NDUFB6	62.4	5.26e-13
5158	KH2012:KH.C5.193	ATP6V0E1	68.2	5.39e-17
5159	KH2012:KH.C5.196	TEP1	39.3	0.004
5160	KH2012:KH.C5.197	S1PR1	50.1	9.47e-07
5161	KH2012:KH.C5.198	CCDC189	118	8.26e-31
5162	KH2012:KH.C5.2	ALKBH8	444	7.18e-149
5163	KH2012:KH.C5.200	SCN11A	932	0
5164	KH2012:KH.C5.201	PXK	562	0
5165	KH2012:KH.C5.202	TWIST2	51.2	4.87e-08
5166	KH2012:KH.C5.207	MUL1	199	4.97e-61
5167	KH2012:KH.C5.209	SLC51A	56.2	3.52e-10
5168	KH2012:KH.C5.21	OVCH2	54.7	8.58e-08
5169	KH2012:KH.C5.210	ZNF799	87.8	6.76e-18
5170	KH2012:KH.C5.211	ACOT11	431	1.43e-144
5171	KH2012:KH.C5.212	COX4I1	89.7	6.05e-23
5172	KH2012:KH.C5.213	ARNT	499	1.68e-169
5173	KH2012:KH.C5.214	MRPS7	143	7.68e-42
5174	KH2012:KH.C5.215	ADD3	136	4.83e-35
5175	KH2012:KH.C5.216	TRIM23	669	0
5176	KH2012:KH.C5.217	CASKIN2	384	1.63e-114
5177	KH2012:KH.C5.218	ISCA1	51.2	5.78e-10
5178	KH2012:KH.C5.22	HYKK	89.4	9.28e-22
5179	KH2012:KH.C5.221	NAGK	326	2.68e-110
5180	KH2012:KH.C5.222	TNPO1	1361	0
5181	KH2012:KH.C5.223	C16orf70	451	6.91e-158
5182	KH2012:KH.C5.224	ZBBX	64.3	1.11e-10
5183	KH2012:KH.C5.225	NOTCH3	161	1.37e-40
5184	KH2012:KH.C5.226	LRRC71	260	2.34e-81
